Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<transaction> >::~new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<product> >::deallocate(std::_List_node<product>*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<product> >::destroy<product>(product*)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<product> >::allocate(unsigned long, void const*)
  0.00      0.00     0.00        1     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<product> >::construct<product, product const&>(product*, product const&)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<product> >::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<product> >::~new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<customer> >::deallocate(std::_List_node<customer>*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<customer> >::destroy<customer>(customer*)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<customer> >::allocate(unsigned long, void const*)
  0.00      0.00     0.00        1     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<customer> >::construct<customer, customer const&>(customer*, customer const&)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<customer> >::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<customer> >::~new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<supplier> >::deallocate(std::_List_node<supplier>*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<supplier> >::destroy<supplier>(supplier*)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<supplier> >::allocate(unsigned long, void const*)
  0.00      0.00     0.00        1     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<supplier> >::construct<supplier, supplier const&>(supplier*, supplier const&)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<supplier> >::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<supplier> >::~new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<transaction> >::_M_max_size() const
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<product> >::_M_max_size() const
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<customer> >::_M_max_size() const
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<supplier> >::_M_max_size() const
  0.00      0.00     0.00        1     0.00     0.00  std::_List_iterator<customer>::operator*() const
  0.00      0.00     0.00        1     0.00     0.00  std::integral_constant<bool, true>::operator bool() const
  0.00      0.00     0.00        1     0.00     0.00  std::thread::joinable() const
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<transaction> >::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<transaction> >::~allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<product> >::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<product> >::~allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<customer> >::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<customer> >::~allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<supplier> >::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<supplier> >::~allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<0ul, int (customer::*)(), false>::_M_head(std::_Head_base<0ul, int (customer::*)(), false>&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<0ul, int (customer::*)(), false>::_Head_base<int (customer::*)()>(int (customer::*&&)())
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<0ul, std::thread::_State*, false>::_Head_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<1ul, customer*, false>::_M_head(std::_Head_base<1ul, customer*, false>&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<1ul, customer*, false>::_Head_base<customer*&>(customer*&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<std::thread::_State>, true>::_Head_base()
  0.00      0.00     0.00        1     0.00     0.00  std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::unique_ptr<std::default_delete<std::thread::_State>, void>(std::thread::_State*)
  0.00      0.00     0.00        1     0.00     0.00  std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr()
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, int (customer::*)(), customer*>::_M_head(std::_Tuple_impl<0ul, int (customer::*)(), customer*>&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, int (customer::*)(), customer*>::_Tuple_impl<int (customer::*)(), customer*&, void>(int (customer::*&&)(), customer*&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_Tuple_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, customer*>::_M_head(std::_Tuple_impl<1ul, customer*>&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, customer*>::_Tuple_impl<customer*&>(customer*&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<std::thread::_State> >::_Tuple_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_List_iterator<transaction>::operator++(int)
  0.00      0.00     0.00        1     0.00     0.00  std::_List_iterator<customer>::operator++()
  0.00      0.00     0.00        1     0.00     0.00  std::_List_iterator<supplier>::operator++(int)
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<transaction> > >::__allocated_ptr(std::allocator<std::_List_node<transaction> >&, std::_List_node<transaction>*)
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<transaction> > >::~__allocated_ptr()
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<transaction> > >::operator=(decltype(nullptr))
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<product> > >::__allocated_ptr(std::allocator<std::_List_node<product> >&, std::_List_node<product>*)
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<product> > >::~__allocated_ptr()
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<product> > >::operator=(decltype(nullptr))
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<customer> > >::__allocated_ptr(std::allocator<std::_List_node<customer> >&, std::_List_node<customer>*)
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<customer> > >::~__allocated_ptr()
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<customer> > >::operator=(decltype(nullptr))
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<supplier> > >::__allocated_ptr(std::allocator<std::_List_node<supplier> >&, std::_List_node<supplier>*)
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<supplier> > >::~__allocated_ptr()
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<supplier> > >::operator=(decltype(nullptr))
  0.00      0.00     0.00        1     0.00     0.00  std::__uniq_ptr_data<std::thread::_State, std::default_delete<std::thread::_State>, true, true>::__uniq_ptr_impl(std::thread::_State*)
  0.00      0.00     0.00        1     0.00     0.00  std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::__uniq_ptr_impl(std::thread::_State*)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<transaction> > >::deallocate(std::allocator<std::_List_node<transaction> >&, std::_List_node<transaction>*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<transaction> > >::destroy<transaction>(std::allocator<std::_List_node<transaction> >&, transaction*)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<transaction> > >::allocate(std::allocator<std::_List_node<transaction> >&, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<transaction> > >::construct<transaction, transaction const&>(std::allocator<std::_List_node<transaction> >&, transaction*, transaction const&)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<product> > >::deallocate(std::allocator<std::_List_node<product> >&, std::_List_node<product>*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<product> > >::destroy<product>(std::allocator<std::_List_node<product> >&, product*)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<product> > >::allocate(std::allocator<std::_List_node<product> >&, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<product> > >::construct<product, product const&>(std::allocator<std::_List_node<product> >&, product*, product const&)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<customer> > >::deallocate(std::allocator<std::_List_node<customer> >&, std::_List_node<customer>*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<customer> > >::destroy<customer>(std::allocator<std::_List_node<customer> >&, customer*)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<customer> > >::allocate(std::allocator<std::_List_node<customer> >&, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<customer> > >::construct<customer, customer const&>(std::allocator<std::_List_node<customer> >&, customer*, customer const&)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<supplier> > >::deallocate(std::allocator<std::_List_node<supplier> >&, std::_List_node<supplier>*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<supplier> > >::destroy<supplier>(std::allocator<std::_List_node<supplier> >&, supplier*)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<supplier> > >::allocate(std::allocator<std::_List_node<supplier> >&, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<supplier> > >::construct<supplier, supplier const&>(std::allocator<std::_List_node<supplier> >&, supplier*, supplier const&)
  0.00      0.00     0.00        1     0.00     0.00  std::mutex::lock()
  0.00      0.00     0.00        1     0.00     0.00  std::mutex::unlock()
  0.00      0.00     0.00        1     0.00     0.00  std::tuple<int (customer::*)(), customer*>::tuple<int (customer::*)(), customer*&, true>(int (customer::*&&)(), customer*&)
  0.00      0.00     0.00        1     0.00     0.00  std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >::tuple<true, true>()
  0.00      0.00     0.00        1     0.00     0.00  std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (customer::*)(), customer*> > >::_State_impl<int (customer::*)(), customer*&>(int (customer::*&&)(), customer*&)
  0.00      0.00     0.00        1     0.00     0.00  std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (customer::*)(), customer*> > >::~_State_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> > std::thread::_S_make_state<std::thread::_Invoker<std::tuple<int (customer::*)(), customer*> >, int (customer::*)(), customer*&>(int (customer::*&&)(), customer*&)
  0.00      0.00     0.00        1     0.00     0.00  std::thread::_State::_State()
  0.00      0.00     0.00        1     0.00     0.00  int std::thread::_Invoker<std::tuple<int (customer::*)(), customer*> >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>)
  0.00      0.00     0.00        1     0.00     0.00  std::thread::_Invoker<std::tuple<int (customer::*)(), customer*> >::operator()()
  0.00      0.00     0.00        1     0.00     0.00  std::thread::thread<int (customer::*)(), customer*&, void>(int (customer::*&&)(), customer*&)
  0.00      0.00     0.00        1     0.00     0.00  std::thread::~thread()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<transaction, std::allocator<transaction> >::_List_impl::_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<transaction, std::allocator<transaction> >::_List_impl::~_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<transaction, std::allocator<transaction> >::_M_get_node()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<transaction, std::allocator<transaction> >::_M_inc_size(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<transaction, std::allocator<transaction> >::_M_put_node(std::_List_node<transaction>*)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<transaction, std::allocator<transaction> >::_M_clear()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<transaction, std::allocator<transaction> >::_List_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<transaction, std::allocator<transaction> >::~_List_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<product, std::allocator<product> >::_List_impl::_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<product, std::allocator<product> >::_List_impl::~_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<product, std::allocator<product> >::_M_get_node()
